sku,date,views
PROD-0045,2026-04-27,212
PROD-0045,2026-01-08,204
PROD-0045,2026-04-09,140
PROD-0045,2026-01-21,157
PROD-0045,2026-04-19,124
PROD-0045,2026-01-12,56
PROD-0045,2026-07-10,52
PROD-0045,2026-02-28,207
PROD-0045,2026-03-12,236
PROD-0045,2026-04-24,213
PROD-0045,2026-03-24,247
PROD-0045,2026-06-01,103
PROD-0045,2026-04-29,192
PROD-0045,2026-05-01,185
PROD-0045,2026-03-05,151
PROD-0046,2026-01-30,52
PROD-0046,2026-02-19,200
PROD-0046,2026-06-28,126
PROD-0046,2026-06-18,201
PROD-0046,2026-07-14,199
PROD-0046,2026-04-12,244
PROD-0046,2026-02-20,149
PROD-0046,2026-06-27,45
PROD-0046,2026-05-14,42
PROD-0046,2026-07-02,240
PROD-0046,2026-07-06,162
PROD-0046,2026-07-11,96
PROD-0046,2026-07-26,223
PROD-0046,2026-04-15,215
PROD-0046,2026-05-24,82
PROD-0046,2026-05-04,213
PROD-0046,2026-01-27,164
PROD-0047,2026-05-26,159
PROD-0047,2026-04-09,91
PROD-0047,2026-06-17,182
PROD-0047,2026-06-07,129
PROD-0047,2026-06-15,137
PROD-0047,2026-07-08,63
PROD-0047,2026-01-02,125
PROD-0047,2026-04-22,142
PROD-0047,2026-03-23,156
PROD-0047,2026-06-22,81
PROD-0047,2026-06-02,234
PROD-0047,2026-05-21,235
PROD-0047,2026-04-25,217
PROD-0047,2026-07-11,209
PROD-0047,2026-02-04,136
PROD-0047,2026-02-28,176
PROD-0047,2026-05-14,115
PROD-0047,2026-07-03,171
PROD-0047,2026-01-28,215
PROD-0047,2026-01-30,123
PROD-0048,2026-01-17,99
PROD-0048,2026-03-07,211
PROD-0048,2026-03-03,188
PROD-0048,2026-03-24,246
PROD-0048,2026-04-04,59
PROD-0048,2026-05-26,71
PROD-0048,2026-04-20,44
PROD-0048,2026-03-23,248
PROD-0048,2026-03-19,136
PROD-0048,2026-05-06,40
PROD-0048,2026-03-27,208
PROD-0048,2026-02-12,228
PROD-0048,2026-05-03,237
PROD-0048,2026-01-26,223
PROD-0048,2026-01-19,53
PROD-0048,2026-04-07,199
PROD-0049,2026-05-16,489
PROD-0049,2026-06-03,792
PROD-0049,2026-03-23,576
PROD-0049,2026-01-17,310
PROD-0049,2026-04-24,629
PROD-0049,2026-04-29,600
PROD-0049,2026-05-14,481
PROD-0049,2026-05-01,180
PROD-0049,2026-06-27,211
PROD-0049,2026-04-23,430
PROD-0049,2026-01-20,429
PROD-0049,2026-01-14,228
PROD-0049,2026-07-01,698
PROD-0049,2026-03-31,451
PROD-0049,2026-03-05,469
PROD-0049,2026-05-10,242
PROD-0049,2026-05-25,659
PROD-0049,2026-07-10,700
PROD-0049,2026-06-15,387
PROD-0049,2026-02-05,706
PROD-0049,2026-05-11,637
PROD-0049,2026-03-12,530
PROD-0049,2026-06-01,758
PROD-0049,2026-04-13,355
PROD-0049,2026-02-11,637
PROD-0049,2026-06-28,774
PROD-0049,2026-02-26,797
PROD-0049,2026-01-09,635
PROD-0049,2026-04-09,157
PROD-0049,2026-02-27,368
PROD-0049,2026-05-28,724
PROD-0049,2026-02-21,535
PROD-0049,2026-06-07,693
PROD-0049,2026-01-26,347
PROD-0049,2026-05-31,670
PROD-0049,2026-07-14,744
PROD-0049,2026-07-23,246
PROD-0049,2026-07-06,512
PROD-0050,2026-06-26,80
PROD-0050,2026-02-17,76
PROD-0050,2026-05-25,170
PROD-0050,2026-07-11,116
PROD-0050,2026-05-13,73
PROD-0050,2026-06-21,48
PROD-0050,2026-04-05,84
PROD-0050,2026-05-26,192
PROD-0050,2026-01-02,106
PROD-0050,2026-06-01,178
PROD-0050,2026-04-08,113
PROD-0050,2026-01-07,145
PROD-0050,2026-03-19,118
PROD-0050,2026-07-23,104
PROD-0050,2026-04-09,45
PROD-0050,2026-02-03,214
PROD-0050,2026-06-29,48
PROD-0050,2026-04-03,219
PROD-0050,2026-03-10,44
PROD-0050,2026-04-30,119
